query,duration
31b.sql,0.2160
31b.sql,0.2151
31b.sql,0.2153
31c.sql,0.4529
31c.sql,0.4454
31c.sql,0.4466
31c.sql,0.4478
31c.sql,0.4465
32a.sql,0.0182
32a.sql,0.0170
32a.sql,0.0171
32a.sql,0.0171
32a.sql,0.0170
32b.sql,0.1792
32b.sql,0.1766
32b.sql,0.1750
32b.sql,0.1745
32b.sql,0.1754
33a.sql,0.1053
33a.sql,0.1015
33a.sql,0.1010
33a.sql,0.1016
33a.sql,0.1005
33b.sql,0.1394
33b.sql,0.1343
33b.sql,0.1329
33b.sql,0.1333
33b.sql,0.1330
33c.sql,0.3091
33c.sql,0.3081
33c.sql,0.3094
33c.sql,0.3069
33c.sql,0.3081
